documentid,property,value
1799741,误工费,14426.50
1799741,残疾赔偿金,80376
1799741,护理费,4350
1799741,精神损害抚慰金,3500
1799741,交通费,300
1799741,鉴定费,1800
1800046,医疗费,277270
1800046,误工费,12960
1800046,住院伙食补助费,4840
1800046,营养费,9600
1800046,残疾辅助器具费,22070
1800046,护理费,351280
1800046,交通费,3000
1800046,鉴定费,2300
1800046,精神损害抚慰金,45000
1800046,残疾赔偿金,313218
1800331,滞纳金,116.84
1800360,借款,110000
1801604,医疗费,10000
1801604,护理费,2960
1801604,误工费,8100
1801604,残疾赔偿金,76357.20
1801604,精神损害抚慰金,5000
1801604,交通费,300
1801604,衣物损失,150
1801604,车辆损失,1600
1801604,医疗费,13382.50
1801604,住院伙食补助费,210
1801604,营养费,2220
1801604,鉴定费,2300
1801604,律师费,3000
1801626,医疗费,594.30
1801626,营养费,900
1801626,护理费,1200
1801626,误工费,4860
1801626,残疾赔偿金,34802
1801626,精神损害抚慰金,5000
1801626,交通费,200
1801626,交通费,200
1801626,鉴定费,2300
1801626,律师费,2000
1801626,医疗费,563.30
1802131,医疗费,3188.14
1802131,营养费,2700
1802131,残疾赔偿金,34802
1802131,精神损害抚慰金,5000
1802131,护理费,3600
1802131,交通费,300
1802131,交通费,300
1802131,车辆损失,220
1802131,鉴定费,2300
1802723,利息,11696.96
1802723,滞纳金,10280.8
1802727,利息,356.87
1802727,滞纳金,76.44
1802731,利息,409.67
1802731,滞纳金,108.84
1802735,利息,265.02
1802735,滞纳金,59.62
1802735,其他费用,100
1802739,利息,996.16
1802739,滞纳金,215.58
1802743,利息,984.38
1802743,滞纳金,192.55
1802747,利息,530.97
1802747,滞纳金,161.57
1802751,利息,464.32
1802751,滞纳金,215.58
1803882,利息,3707.55
1803882,滞纳金,927.72
1803882,其他费用,307.64
1803882,利息,291.88
1803882,滞纳金,72.6
1803882,其他费用,10.07
1815462,货款,17557.50
1817640,利息,106474.06
1817640,滞纳金,22820.32
1817646,利息,4136.72
1817646,滞纳金,4548.37
1817652,利息,5952.75
1817652,滞纳金,10390.71
1817658,利息,19826.08
1817658,滞纳金,20921.07
1817664,利息,3739.51
1817664,滞纳金,5566.55
1817670,利息,20248.71
1817670,滞纳金,4263.30
1817676,利息,10879.02
1817676,滞纳金,11302.77
1817682,利息,14672.07
1817682,滞纳金,34885.97
1817688,利息,14428.13
1817688,滞纳金,30054.50
1817694,利息,10405.72
1817694,滞纳金,34914.01
1819670,借款,2000000
1819670,利息,163000
1819670,罚息,10893
1819682,借款,2000000
1819682,罚息,659068
1820713,借款,293601.82
1820713,复利,15965.12
1820719,借款,3968298.34
1820719,罚息,225751.32
1820731,借款,4060335.15
1820731,罚息,244391.05
1820742,借款,623441.48
1820742,复利,33500.83
1820748,借款,3967242.71
1820748,罚息,225701.29
1823131,误工费,2000
1823131,交通费,1000
1823131,精神损害抚慰金,10000
1823131,剩余损失,212382
1823195,货款,234000
1823793,货款,51021.95
1824479,精神损害抚慰金,40000
1824479,物质损失,784
1826975,医疗费,26126.69
1826975,住院伙食补助费,660
1826975,护理费,1552.36
1826975,交通费,400
1826975,车辆损失,30090
1826975,医疗费,20000
1826975,护理费,1552.36
1826975,交通费,400
1826975,车辆损失,4000
1827255,住院伙食补助费,1500
1827255,误工费,3881.92
1827255,护理费,2846.74
1827255,交通费,500
1827255,残疾赔偿金,63452
1827255,精神损害抚慰金,3000
1827255,鉴定费,1900
1827699,医疗费,10000
1827699,残疾赔偿金,110000
1827699,医疗费,65267.70
1827699,残疾赔偿金,14429.20
1827699,精神损害抚慰金,12000
1827699,误工费,34657.39
1827699,护理费,24804.49
1827699,住院伙食补助费,11150
1827699,营养费,10800
1827699,交通费,700
1827699,鉴定费,3000
1828790,借款,5000
1828790,利息,15600
1829639,借款,29934.5
1829639,利息,12639.14
1829639,律师费,2000
1830494,借款,29980
1830494,利息,27899.61
1833969,借款,309416.91
1833969,利息,221164.95
1833974,借款,275606.69
1833974,利息,234111.85
1836004,借款,2100000
1836004,利息,117600
1836818,违约金,1700
1836840,补偿款,125000
1836840,利息,14000
1836840,补偿款,125000
1836840,利息,14000
1837709,医疗费,5710.44
1837709,住院伙食补助费,240
1837709,误工费,233
1837709,误工费,233
1839315,借款,33882.72
1839857,营养费,11226.7
1839857,误工费,28080
1839857,护理费,1755
1840183,医疗费,3369.88
1840183,误工费,3000
1840183,住院伙食补助费,105
1840183,营养费,700
1840603,借款,60000
1840603,利息,6888
1841424,利息,2870
1842929,车辆损失,5755
1842929,鉴定费,300
1842929,鉴定费,1000
1845629,误工费,28322.88
1845629,护理费,21321
1845629,交通费,400
1845629,残疾辅助器具费,130
1845629,残疾赔偿金,71847.6
1845629,精神损害抚慰金,5000
1845629,误工费,28322.88
1845629,护理费,21321
1845629,交通费,400
1845629,残疾辅助器具费,130
1845629,残疾赔偿金,71847.6
1845629,精神损害抚慰金,5000
1845629,医疗费,3415.8
1845629,营养费,2175
1845629,鉴定费,1500
1845629,医疗费,3415.8
1845629,医疗费,148.59
1845629,营养费,2175
1845629,鉴定费,1500
1846689,鉴定费,290
1847326,违约金,28876.8
1847370,借款,29811.75
1847370,滞纳金,1713.57
1847608,利息,30885.6
1847821,借款,100000
1847821,利息,22400
1848315,借款,12000
1848315,利息,254.54
1848407,借款,100000
1848407,利息,24000
1848844,医疗费,2169.97
1848844,误工费,3000
1848844,护理费,1500
1848844,营养费,900
1848844,护理费,1500
1848855,医疗费,6974
1848855,护理费,2013.33
1848855,残疾赔偿金,6372
1848855,交通费,260
1848855,精神损害抚慰金,2000
1848855,医疗费,85118.24
1848869,医疗费,343
1848869,残疾赔偿金,33023.50
1848869,精神损害抚慰金,5000
1848869,医疗费,6171.50
1848869,住院伙食补助费,310
1848869,营养费,1350
1848869,误工费,9916
1848869,护理费,1000
1848869,交通费,200
1848869,残疾赔偿金,23982.80
1848869,鉴定费,1800
1848875,医疗费,7100
1848875,住院伙食补助费,200
1848875,营养费,2700
1848875,误工费,7280
1848875,护理费,5400
1848875,残疾赔偿金,87702
1848875,交通费,100
1848875,精神损害抚慰金,3000
1848875,医疗费,13967.75
1848881,医疗费,10000
1848881,精神损害抚慰金,3500
1848881,残疾赔偿金,87702
1848881,护理费,6270
1848881,交通费,200
1848881,医疗费,59311.37
1848881,住院伙食补助费,160
1848881,营养费,3600
1848881,鉴定费,2000
1848881,其他费用,140
1848881,鉴定费,2000
1848897,精神损害抚慰金,7000
1848909,医疗费,10000
1848909,精神损害抚慰金,3000
1848909,误工费,5460
1848909,残疾赔偿金,38416
1848909,护理费,1800
1848909,交通费,260
1848909,医疗费,7030
1848909,住院伙食补助费,270
1848909,营养费,900
1848909,精神损害抚慰金,3000
1848909,精神损害抚慰金,3000
1848909,精神损害抚慰金,3000
1850351,借款,310000
1850351,借款,310000
1851919,借款,70000
1851919,利息,28000
1853973,鉴定费,51601.20
1853973,精神损害抚慰金,3500
1854490,医疗费,10000
1854490,误工费,19502
1854490,精神损害抚慰金,6000
1854490,残疾赔偿金,84498
1854490,交通费,83093.35
1854678,医疗费,22676.63
1854678,住院伙食补助费,900
1854678,误工费,6500
1854678,护理费,3724.1
1854678,残疾赔偿金,148974.6
1854883,各项损失,225817.1
1858103,借款,302391.78
1858103,利息,7315.95
1858103,罚息,1721.82
1858458,借款,450000
1858477,借款,250000
1858482,借款,1820000
1858542,律师费,1000
1858549,律师费,1000
1858556,律师费,1000
1858562,律师费,1000
1860135,交通费,4000
1860135,医疗费,44000
1860135,医疗费,44000
1860135,交通费,3961
1860223,代理费用,1500
1862277,医疗费,1889
1862341,误工费,625.90
1862341,误工费,625.90
1862341,住院伙食补助费,200
1862341,交通费,100
1862419,住院伙食补助费,2040
1862419,营养费,3600
1862419,误工费,15552
1862419,护理费,9600
1862419,精神损害抚慰金,12000
1862419,残疾赔偿金,88300.80
1862419,交通费,2000
1862419,误工费,110000
1862419,交通费,2000
1862419,鉴定费用,3500
1862970,医疗费,14731.10
1862970,住院伙食补助费,140
1862970,误工费,9100
1862970,护理费,2400
1862970,营养费,1800
1862970,交通费,800
1862970,鉴定费,1000
1863065,误工费,819
1863065,交通费,300
1863065,精神损害抚慰金,15000
1863076,医疗费,5982.86
1863076,精神损害抚慰金,15000
1863380,拖车费,1100
1863380,拖车费,1100
1867944,车辆损失,1692
1867944,各项损失,6619
1867944,车辆损失,2000
1867944,各项损失,6619
1877194,违约金,1100000
1877194,修复费用,300000
1893714,医疗费,18278.59
1893714,住院伙食补助费,192
1893714,误工费,9000
1893714,护理费,874.34
1893714,交通费,240
1893714,医疗费,10000
1893714,误工费,9000
1893714,护理费,874.34
1893714,交通费,240
1894648,工资,7864.50
1894648,工资,4280
1894701,医疗费,19114.80
1894701,护理费,8041
1894701,误工费,33000
1894701,交通费,1356
1894701,住院伙食补助费,972
1894701,残疾赔偿金,51510
1894701,鉴定费,1900
1894701,鉴定费,1900
1894701,医疗费,659.10
1894701,交通费,124
1894733,医疗费,26017.75
1894733,误工费,26801.75
1894733,护理费,3000
1894733,残疾赔偿金,102848
1894733,交通费,500
1894733,住院伙食补助费,348
1894733,鉴定费,2000
1894753,医疗费,770.98
1894753,交通费,680
1894753,住宿费,3311
1898800,租金,9000
1902900,装修损失,30539
1902900,租金损失,80000
1902900,资产评估费,1000
1902906,医疗费,8955.20
1902906,误工费,2899
1902906,护理费,499
1902906,交通费,100
1902906,车辆损失费,223700
1904006,利息,791.57
1904006,滞纳金,141.51
1904011,利息,356.86
1904011,滞纳金,115.95
1904015,利息,619.76
1904015,滞纳金,115.99
1904021,利息,645.46
1904021,滞纳金,112.66
1904025,利息,1349.21
1904025,滞纳金,118.31
1904030,利息,638.78
1904030,滞纳金,114.10
1904035,利息,505.27
1904035,滞纳金,114.01
1909929,借款,10000000
1911928,医疗费,10481.11
1911928,误工费,323.4
1911928,护理费,1278
1911928,伙食补助费,168
1912287,事故损失,111200
1912287,事故损失,77233.22
1913533,借款,90000
1913533,利息,10000
1913533,借款,90000
1914895,车辆损失,2000
1914895,车辆损失,3979
1914895,拖车费,250
1914895,各项损失,1075
1914989,各项损失,101128.01
1914989,借款,4000
1917481,借款,120973.69
1917481,滞纳金,2860
1917481,律师费,4787
1920542,借款,67958.68
1920542,利息,13522.88
1920542,复利,1255.64
1920542,借款,67958.68
1920542,利息,13522.88
1920548,借款,98663.80
1920548,利息,30202.15
1920548,复利,4431.67
1920548,借款,98663.80
1920548,利息,30202.15
1920554,借款,40000
1920554,利息,9809.12
1920554,复利,1142.54
1920554,借款,40000
1920554,利息,9809.12
1924862,精神抚慰金,7500
1924862,伤残赔偿金,16178
1924862,护理费,3540
1924862,交通费,800
1924862,车损,500
1924862,鉴定费,1050
1924862,其余损失,15814.30
1924911,误工费,6900
1924911,护理费,4140
1924911,车损,100
1924911,精神抚慰金,2000
1924911,鉴定费,200
1924911,其余损失,5049.73
1924958,利息,2019139
1925990,第三者责任险,2582.55
1926518,借款,10000
1926518,补偿款,18000
1927851,借款,400000
1933060,精神抚慰金,5000
1933060,误工费,18600
1933060,护理费,4831.44
1933060,交通费,300
1933060,伤残赔偿金,65316
1933060,医疗费,10000
1933060,医疗费,74656.93
1933060,住院伙食补助费,1400
1933060,鉴定费,1480
1933060,医疗费,73000
1933645,车辆损失,2000
1933645,车辆损失,49250
1933651,医疗费,10000
1933651,护理费,780
1933651,误工费,24078
1933651,交通费,150
1933651,残疾赔偿金,30810
1933651,精神损害抚慰金,5000
1933651,医疗费,53043.72
1933651,住院伙食补助费,1000
1933651,鉴定费,2020
1933651,垫付款,8000
1933657,医疗费,10000
1933657,残疾赔偿金,90000
1933657,医疗费,10099.99
1933657,误工费,15413.28
1933657,护理费,11893.06
1933657,交通费,1000
1933657,残疾赔偿金,171264
1933657,鉴定费,980
1933657,垫付款,9300
1935293,借款,43113.31
1935548,借款,29000
1939252,借款,1000
1939252,复利,30571.42
1940370,违约金,27720
1940431,借款,80000
1940431,利息,4796.32
1940431,罚息,9129.76
1942250,借款,55360.83
1942250,利息,1463.87
1942250,罚息,10641.11
1942618,借款,20000
1942618,复利,24965.61
1944227,借款,298000
1944227,复利,392925.09
1945047,借款,990
1945047,利息,4500.71
1945100,货款,11800
1945100,违约金,6000
1945118,借款,49999.91
1945125,借款,50000
1945130,借款,50000
1945140,借款,50000
1945145,借款,50000
1945673,借款,9916639.81
1945673,垫付款,1959885.24
1945673,罚息,2000
1945673,律师费,150000
1945707,利息,11249.55
1945707,滞纳金,6304.95
1945737,垫付款,14941459.15
1947250,利息,2228.73
1947250,滞纳金,273.37
1947250,利息,10882.79
1947250,滞纳金,1523.58
1947250,利息,2303.67
1947250,滞纳金,323.16
1947250,利息,1801.86
1947250,滞纳金,160.9
1947250,利息,1637.84
1947250,滞纳金,95.77
1947250,利息,1841.32
1947250,滞纳金,91.55
1947266,利息,16992.55
1947266,滞纳金,10482.88
1947271,利息,7743.91
1947271,滞纳金,21200.82
1947276,利息,9717.03
1947276,滞纳金,2426.53
1947281,利息,46083.24
1947281,滞纳金,299.43
1947281,利息,78287.29
1947281,滞纳金,1449.12
1947281,利息,37742.46
1947281,滞纳金,566.87
1947281,利息,51937.65
1947281,滞纳金,4919.2
1947281,利息,34305.96
1947281,滞纳金,5294.65
1947281,利息,55107.75
1947281,滞纳金,2044.74
1947281,利息,101883.75
1947281,滞纳金,1239.73
1947281,利息,60800.79
1947281,利息,107958.37
1947281,滞纳金,1589.39
1947281,利息,60402.04
1947281,滞纳金,1599.36
1947292,利息,53913.24
1947292,滞纳金,4396.95
1947292,利息,50402.13
1947292,滞纳金,1798.66
1947292,利息,123896.08
1947292,滞纳金,3139.3
1947292,利息,55259.77
1947292,滞纳金,696.49
1947292,利息,69317.55
1947292,滞纳金,1706.15
1947292,利息,91286.36
1947292,滞纳金,1305.27
1947292,利息,60769.62
1947292,滞纳金,1718.75
1947292,利息,39886.23
1947292,滞纳金,3358.37
1947292,利息,17479.23
1947292,滞纳金,1865.68
1947297,利息,1380.5
1947297,滞纳金,905.87
1947302,利息,2009.18
1947302,滞纳金,1242.7
1947307,利息,9145.76
1947307,滞纳金,8688.31
1947315,利息,3440.03
1947315,滞纳金,2374.68
1947318,利息,2054.92
1947318,滞纳金,1396.2
1947326,利息,15929.28
1947326,滞纳金,1646.04
1947330,利息,411.33
1947330,滞纳金,623.39
1947330,利息,1420.02
1947330,滞纳金,852.4
1947330,利息,4940.61
1947330,滞纳金,668.73
1947330,利息,1157.69
1947330,滞纳金,586.98
1947330,利息,686.91
1947330,滞纳金,207.01
1947330,利息,1685.64
1947330,滞纳金,858.37
1947333,利息,5228.59
1947333,滞纳金,2862.07
1947925,医疗费,2009.80
1947925,误工费,2968
1947925,住院伙食补助费,210
1951040,停工留薪期工资,10440
1953337,医疗费,7167.64
1953337,误工费,1440
1953337,护理费,1155
1953337,住院伙食补助费,180
1953494,利息,6262.08
1953494,滞纳金,2876.11
1953500,滞纳金,3871.28
1953500,律师费,3000
1953506,滞纳金,2785.32
1953512,律师费,3000
1953518,利息,7863.7
1953518,滞纳金,3529.15
1953524,滞纳金,4808.04
1953524,律师费,5000
1953530,滞纳金,1537.16
1953530,律师费,2000
1953536,滞纳金,2979.46
1953536,律师费,2000
1953542,利息,9320.17
1953542,滞纳金,2314.75
1953542,利息,17925.88
1953542,滞纳金,2884.06
1953542,利息,6443.43
1953542,滞纳金,1887.85
1953542,利息,5312.86
1953542,滞纳金,1041.44
1953542,利息,2473.64
1953542,滞纳金,1022.66
1953542,利息,6060.39
1953542,滞纳金,2419.35
1953542,利息,7153.06
1953542,滞纳金,2863.14
1953542,利息,8887.07
1953542,滞纳金,2583.11
1953542,利息,13442.07
1953542,滞纳金,5267.93
1953542,利息,6688.26
1953542,滞纳金,3484.86
1953548,滞纳金,301.21
1953548,律师费,2000
1953554,利息,4992.8
1953554,滞纳金,5446.82
1953559,滞纳金,2656.35
1953559,律师费,3000
1953565,滞纳金,2962.84
1953565,律师费,5000
1953571,滞纳金,1070.07
1953571,律师费,2000
1953607,律师费,50000
1953618,利息,21349.69
1953618,滞纳金,4497.29
1953637,律师费,305074
1953926,利息,33482.70
1954000,医疗费,3157.81
1954000,误工费,5100
1954000,护理费,346
1954000,拖车费,100
1954000,车损,1105
1955462,车辆损失,2000
1955462,间接损失,142286.2
1955594,借款,19834.41
1955594,利息,46067.81
1956502,滞纳金,1674.75
1956508,滞纳金,11961.45
1956513,利息,95982.41
1956513,滞纳金,1103.29
1956530,利息,2632.71
1956530,滞纳金,1491.17
1956542,利息,2192.56
1956542,滞纳金,590.71
1956548,利息,4263.95
1956548,滞纳金,2374.8
1956746,借款,30000
1956746,利息,3836.39
1956746,借款,30000
1956806,利息,300
1966117,鉴定费,2000
1973694,各项损失,8801.10
1974048,医疗费,7216
1974048,误工费,3491.5
1974048,护理费,1309.3
1974048,交通费,300
1976917,医疗费,3625
1976917,误工费,14000
1976917,护理费,1633.33
1976917,伤残赔偿金,20586
1976917,交通费,300
1976917,鉴定费,1800
1976917,垫付款,625.80
1976917,鉴定费,1500
1977492,医疗费,5860
1977620,医疗费,280804.04
1977620,残疾赔偿金,515100
1977620,护理费,57013.81
1977620,护理费,219000
1977620,交通费,5000
1977620,住院伙食补助费,2424
1977620,精神抚慰金,10000
1977620,鉴定费,2200
1977620,其余损失,1001541.85
1977620,精神抚慰金,10000
1977620,医疗费,27918.40
1979095,医疗费,13555.08
1979095,残疾赔偿金,26448.80
1979095,护理费,600
1979095,鉴定费,1300
1979125,车损,2000
1979125,车损,64355
1979792,利息,13400
1983136,伤残赔偿金,54672.13
1983136,误工费,13200
1983136,护理费,4144
1983136,车损,1200
1983136,交通费,200
1983136,鉴定费,2100
1985364,借款,50000
1985364,借款,15000
1985364,借款,35000
1985712,滞纳金,12348.04
1985736,借款,139412
1985736,利息,14845.01
1985736,滞纳金,7195.15
1985736,借款,139412
1987993,借款,10500000
1987993,利息,47250
1987993,借款,4339140.43
1987993,利息,15187
1987993,借款,10000000
1987993,利息,11977.78
1987993,利息,16877
1987993,借款,8000000
1987993,利息,10266.67
1987993,利息,167803
1987993,借款,2000000
1987993,利息,2566.67
1987993,利息,41951
1987993,借款,5000000
1987993,利息,6416.67
1987993,利息,104877
1987993,律师费,574753
1990404,利息,4477.6
1991031,借款,50000
1991031,利息,73884
1991471,借款,260000
1991471,利息,29220
1991483,利息,1206.87
1991545,借款,800000
1991545,利息,117738.40
1991618,利息,888.48
1991642,利息,2108.16
1991908,借款,50000
1991908,利息,33697.40
1991908,借款,50000
1992645,其他损失,90852.80
1992645,垫付款,35000
1996011,借款,50000
1996011,利息,6397.6
1996011,利息,14512.91
1996035,借款,50000
1996035,利息,5333.33
1996035,利息,7175
1996094,借款,50000
1996094,利息,6651.09
1996094,利息,12464
1996159,借款,50000
1996159,利息,5850
1996159,利息,59072
1996964,借款,50000
1996964,利息,4975.86
1997023,借款,1065700
1997023,利息,346885.35
1997023,利息,31171.73
1997076,借款,50000
1997076,利息,6596.44
1997076,利息,11179.33
1997318,借款,50000
1997318,利息,1256.61
1997318,利息,14886.38
1998874,借款,600000
1998874,利息,30687.62
1998874,利息,100802.25
1999862,借款,80000
1999862,利息,8250.13
2000335,残疾赔偿金,33870
2000335,护理费,1980
2000335,护理费,1980
2000335,交通费,200
2000335,住院伙食补助费,1600
2000335,住院伙食补助费,1600
2000335,鉴定费,1000
2000335,拖车费,430
2000841,借款,4200000
2000841,利息,99644.75
2000940,借款,50000
2000940,利息,4089.06
2000998,借款,50000
2000998,利息,4560
2001160,商业三者险,57.5
2001972,工资,41800
2003064,利息,123625.76
2005107,利息,6280.73
2006541,货款,26000
2006541,利息,2000
2006778,借款,9400
2006778,利息,24360
2007270,违约金,2000
2008361,借款,220000
2008361,违约金,51064.1
2013507,垫付款,15000
2014299,利息,40000
2015917,借款,6146000
2016262,借款,3950000
2016801,鉴定费,240
2017070,误工费,11550
2017070,精神损害抚慰金,8000
2017082,车辆损失,2000
2017082,车辆损失,59570
2017082,拖车费,5500
2017082,车辆损失,2000
2017082,鉴定费,3780
2017082,车辆损失,2000
2017082,停运损失,18784.84
2017832,医疗费,10000
2017832,残疾赔偿金,51510
2017832,误工费,12877.5
2017832,护理费,5266.1
2017832,交通费,500
2017832,医疗费,10000
2017832,医疗费,76929.6
2017832,医疗费,60846.63
2017832,住院伙食补助费,396
2018197,利息,85333
2018197,借款,895325.10
2018197,借款,895325.10
2022248,借款,700000
2022248,律师费,23997
2022325,利息,577.66
2022325,滞纳金,877.40
2023550,借款,1346162.58
2023886,借款,29202.77
2028427,利息,39043.64
2028427,罚息,47538.49
2028427,利息,4793
2032526,借款,210000
2032526,借款,200000
2035326,借款,350000
2041425,利息,89.48
2041443,借款,4909.7
2041443,利息,72.81
2041449,利息,182.02
2042130,透支款,7651.4
2044949,租金,82800
2045220,医疗费,10000
2045220,误工费,5758.28
2045220,护理费,5750.8
2045220,交通费,890
2045220,残疾赔偿金,25206.72
2045220,精神损害抚慰金,12000
2045220,医疗费,25453.91
2045220,住院伙食补助费,580
2045220,营养费,1200
2045220,鉴定费,1300
2045220,垫付款,30000
2045992,路面损毁损失,42158
2045992,鉴定费,1750
2045992,路面损毁损失,42158
2045992,鉴定费,1750
2046016,车损,9634.4
2046034,违约金,21684.84
2051732,借款,50000
2051742,借款,48322.32
2052912,误工费,11340
2052912,住院伙食补助费,750
2052912,护理费,5432
2052912,残疾赔偿金,58183.2
2052912,交通费,500
2052912,营养费,1100
2052912,精神抚慰金,5000
2053747,违约金,105450
2062803,借款,100000
2062803,利息,1000
2063295,违约金,3000
2064877,护理费,3477.71
2064877,误工费,13469.59
2064877,交通费,700
2064877,残疾赔偿金,14322
2064877,精神损害抚慰金,5000
2064877,鉴定费,1900
2064877,医疗费,10000
2064877,医疗费,19897
2064877,住院伙食补助费,380
2064877,营养费,1200
2064915,医疗费用,10000
2064915,残疾赔偿金,14322
2064915,护理费,8283.1
2064915,误工费,10329
2064915,交通费,600
2064915,精神损害抚慰金,3500
2064915,医疗费用,15748.53
2064915,营养费,1260
2064915,住院伙食补助费,686
2064915,鉴定费用,1330
2064935,医疗费,10000
2064935,误工费,18780
2064935,护理费,7512
2064935,交通费,600
2064935,伤残赔偿金,15038.1
2064935,精神损害抚慰金,7000
2064935,医疗费,54427.5
2064935,住院伙食补助费,1020
2064935,营养费,1800
2064935,鉴定费,1900
2064935,垫付款,44000
2064935,医疗费,54427.5
2064935,住院伙食补助费,1020
2064935,营养费,1800
2064935,鉴定费,1900
2064950,医疗费,10000
2064950,误工费,21960
2064950,护理费,8775
2064950,交通费,1000
2064950,伤残赔偿金,42048
2064950,精神损害抚慰金,5000
2064950,医疗费,30795.97
2064950,住院伙食补助费,680
2064950,营养费,1200
2064950,鉴定费,1300
2064950,医疗费,32374.64
2064975,医疗费,10000
2064975,护理费,7605
2064975,交通费,800
2064975,医疗费,10000
2064975,医疗费,27204.8
2064975,营养费,1000
2064975,营养费,1000
2064975,医保费用,2501.96
2064975,垫付费用,2000
2065751,营养费,728
2067217,借款,2100000
2067229,医疗费,10000
2067229,误工费,9555
2067229,护理费,3499
2070075,各项损失,1400
2070182,工资,17532
2070182,经济补偿,2922
2070237,借款,4000000
2070237,利息,191225.89
2070261,借款,15000
2070261,利息,12543.16
2072129,借款,100000
2072133,借款,200000
2072133,借款,150000
2075096,借款,500000
2079114,事故损失,76656.3
2079114,事故损失,28725.8
2079241,借款,103000
2079324,租金,8400
2079324,租金,6600
2079372,借款,20000000
2079372,利息,629257
2080036,借款,480000
2081747,利息,32.02
2081747,滞纳金,536.41
2085270,利息,15112.31
2085270,罚息,1031.86
2087510,借款,960000
2087510,案件受理费,13800
2095029,垫付款,38658
2099305,工资,18400
2099305,工资,1104
2099305,经济补偿金,20000
2099486,借款,60000
2099539,租金,630969
2099539,利息,52345
2099732,医疗费,5000
2099732,鉴定费,3150
2099736,鉴定费,800
2102841,各项损失,16051
2102841,垫付款,6043
2104447,租金,41414
2104447,违约金,8000
2104858,违约金,318
2105364,违约金,3904
2105406,租金,1263606.4
2105406,违约金,360000
2105428,租金,300000
2105428,滞纳金,39900
2105428,房屋使用费,150000
2105447,租金,140000
2105447,违约金,10000
2105469,租金,4314131.66
2105469,违约金,600000
2105574,利息,334612.60
2105613,货款,2140647
2105659,租赁费用,714367.46
2105659,占用费用,249995.16
2105659,违约金,163527.30
2105718,其它费用,300
2105738,租金,958051.82
2105738,利息,33957.56
2105738,其它费用,9695.8
2107525,各项损失,49069
2107525,垫付款,21393
2107537,案件受理费,5372
2107537,鉴定费,1200
2108535,违约金,216
2117800,各项损失,10555
2117800,垫付款,31839.4
2118311,利息,199.92
2119968,借款,349172.66
2120010,借款,291660.04
2120073,借款,50000
2120364,借款,50000
2120451,借款,499999.98
2122253,各项损失,106745.3
2122253,垫付款,2878
2122253,垫付款,2878
2123407,违约金,10000
2124235,借款,37292.11
2124287,借款,50000
2124335,借款,44229.55
2124717,借款,50000
2124762,借款,49885.29
2124821,借款,34510.52
2124842,借款,50000
2124859,借款,40143.46
2125148,租金,82000
2125148,违约金,24600
2126503,借款,50000
2127020,借款,10000
2127220,补偿款,65882.75
2127564,借款,50000
2127992,垫付款,8800
2128115,各项损失,2000
2129160,借款,40000
2129208,借款,30000
2129244,借款,30000
2130351,借款,3000000
2130505,精神损害抚慰金,5000
2130718,借款,40000
2130718,违约金,12000
2130718,律师费,3000
2134946,借款,210000
2135400,借款,100000
2135400,利息,9338.59
2135400,借款,100000
2135408,借款,30000
2135408,利息,3095.06
2135408,借款,30000
2138803,违约金,2000
2142202,各项损失,1264923.62
2142202,精神损害抚慰金,10000
2142840,经济补偿金,14343
2142840,一次性伤残就业补助金,18441.60
2142840,停工留薪期工资,4098
2142840,住院伙食补助费,372
2142840,护理费,2187.36
2142903,借款,30000
2142903,利息,8640
2143050,租金,297718
2143055,租金,90584
2143869,医疗费,29164.09
2144269,工资,17666
2144269,工资,3174
2144269,经济补偿金,2295
2144274,工资,7397
2144274,经济补偿金,7920
2144974,借款,500000
2145056,货款,427708
2145214,工资,1066
2145214,工资,966
2145214,工资,322
2147544,医疗费,22705.3
2147544,住院伙食补助费,260
2147544,营养费,600
2147544,护理费,1950
2147544,误工费,9810
2147544,鉴定费,1600
2147544,交通费,300
2149642,借款,470000
2150588,各项损失,27540.3
2150686,医疗费,14996.72
2150686,误工费,55360.5
2150686,住院伙食补助费,4940
2150686,护理费,522510.5
2150686,营养费,3600
2150686,残疾赔偿金,351340
2151509,借款,500000
2152233,借款,40000
2152504,货款,2650371.20
2154255,医疗费,300
2154275,垫付款,2517.64
2154882,借款,54000
2156228,医疗费,4840.30
2157513,各项损失,84216
2158008,部分损失,2020
2158175,精神抚慰金,42000
2158732,医疗费,49215.4
2158732,医疗费,3000
2165697,医疗费,10000
2165697,误工费,6960
2165697,护理费,6000
2165697,残疾赔偿金,47137.5
2165697,精神损害抚慰金,3000
2165697,交通费,200
2165697,医疗费,17066.13
2165697,住院伙食补助费,330
2165697,住院伙食补助费,330
2165697,医疗费,10000
2165697,鉴定费,1800
2166176,利息,1815.98
2166715,借款,4000000
2166715,利息,81957.6
2166715,罚息,1217.6
2166715,借款,4000000
2166715,借款,4000000
2167166,货款,29340
2167166,利息,500
2168151,医疗费,29911
2168151,住院伙食补助费,750
2168151,住院伙食补助费,750
2168151,护理费,10500
2168151,误工费,22185
2168151,残疾赔偿金,32039
2168151,鉴定费,1800
2168151,交通费,500
2168151,精神损害抚慰金,6600
2168177,医疗费,6229.75
2168177,残疾辅助器具费,797.2
2168177,误工费,6837
2168177,护理费,6000
2168177,住院伙食补助费,240
2168177,住院伙食补助费,240
2168177,伤残赔偿金,40644
2168177,交通费,150
2168177,精神抚慰金,3000
2168177,鉴定费,2000
