documentid,property,value
2142903,借款,30000
2142903,利息,8640
2142903,利息,38640
2143050,租金,297718
2143050,违约金,12550
2143055,租金,90584
2143055,违约金,3542
2143869,车损,71522.16
2143869,医疗费,20427.09
2143869,医疗费,29164.09
2143869,医疗费,27246.09
2144269,工资,17666
2144269,工资,3174
2144269,经济补偿金,2295
2144269,经济补偿金,23135
2144274,工资,7397
2144274,经济补偿金,7920
2144274,经济补偿金,15317
2144974,借款,500000
2144974,借款,500000
2144974,利息,35500
2145056,货款,427708
2145214,工资,1066
2145214,工资,966
2145214,工资,322
2145214,工资,2354
2147544,医疗费,22705.3
2147544,医疗费,10000
2147544,住院伙食补助费,260
2147544,营养费,600
2147544,护理费,1950
2147544,误工费,9810
2147544,鉴定费,1600
2147544,交通费,300
2147544,交通费,47225.3
2147544,住院伙食补助费,46
2147544,营养费,88
2147544,住院伙食补助费,10
2147544,营养费,40
2147544,第三者商业责任险,9048.98
2147544,住院伙食补助费,204
2147544,营养费,472
2147544,鉴定费,1600
2147544,医疗费,6772.98
2147544,医疗费,14471.67
2147544,医疗费,14171.67
2147544,交通费,300
2147544,医疗费,11760.65
2147544,护理费,1950
2147544,误工费,9810
2149287,医疗费,4384.53
2149287,误工费,195.1
2149287,护理费,195.10
2149287,住院伙食补助费,15
2149287,交通费,100
2149287,车损,2000
2149287,医疗费,6024.85
2149287,误工费,195.1
2149287,护理费,195.10
2149287,住院伙食补助费,15
2149287,交通费,100
2149642,借款,470000
2150588,护理费,27540.3
2150588,鉴定费,4271
2150686,医疗费,14996.72
2150686,误工费,55360.5
2150686,住院伙食补助费,4940
2150686,护理费,522510.5
2150686,营养费,3600
2150686,残疾赔偿金,351340
2150686,残疾赔偿金,4630
2150686,精神损害抚慰金,45000
2150686,精神损害抚慰金,13220
2150686,交通费,2600
2150686,交通费,1013567.72
2150686,第三者商业责任险,400000
2150686,第三者商业责任险,500000
2150932,护理费,95579.52
2150932,鉴定费,840
2151048,伤残赔偿金,120000
2151048,车辆损失,6345
2151166,医疗费,17883.09
2151166,伤残赔偿金,45584
2151166,误工费,9366
2151166,护理费,4370.80
2151166,住院伙食补助费,60
2151166,营养费,600
2151166,营养费,8000
2151166,交通费,100
2151166,精神损害抚慰金,1000
2151166,车损,560
2151509,借款,500000
2151509,借款,500000
2152233,借款,40000
2152233,利息,20000
2152233,利息,10000
2152504,货款,2650371.20
2152504,违约金,2050000
2154255,护理费,7388
2154255,护理费,2641
2154255,鉴定费,9813.01
2154255,医疗费,300
2154255,医疗费,6569.11
2154275,垫付款,2517.64
2154275,垫付款,18000
2154329,租金,70417
2154329,违约金,32500
2154882,借款,54000
2154882,借款,65000
2154882,借款,60000
2154882,借款,57000
2154882,借款,54000
2156228,护理费,81753.68
2156228,鉴定费,2200
2156228,医疗费,4840.30
2156228,医疗费,4747.80
2156958,护理费,110723.48
2158008,部分损失,2020
2158008,部分损失,1000
2158175,死亡赔偿金,115570
2158175,丧葬费,22300.50
2158175,运送遗体费用,10000
2158175,运送遗体费用,10000
2158175,误工费,157870.50
2158175,误工费,110509.35
2158175,精神抚慰金,42000
2158732,医疗费,49215.4
2158732,医疗费,3000
2158732,诉讼费,44268
2165697,医疗费,10000
2165697,误工费,6960
2165697,护理费,6000
2165697,残疾赔偿金,47137.5
2165697,残疾赔偿金,1977.5
2165697,精神损害抚慰金,3000
2165697,交通费,200
2165697,交通费,300
2165697,交通费,73597.5
2165697,医疗费,17066.13
2165697,住院伙食补助费,330
2165697,住院伙食补助费,330
2165697,营养费,10000
2165697,鉴定费,1800
2165697,鉴定费,29526.13
2166176,利息,1815.98
2166176,利息,121976.08
2166579,医疗费,222222.36
2166579,垫付款,69243.59
2166715,借款,4000000
2166715,利息,81957.6
2166715,罚息,1217.6
2166715,罚息,4083175.2
2166715,借款,4000000
2167166,货款,29340
2167166,利息,500
2167166,利息,29840
2168151,医疗费,29911
2168151,住院伙食补助费,750
2168151,住院伙食补助费,750
2168151,护理费,10500
2168151,误工费,22185
2168151,残疾赔偿金,32039
2168151,鉴定费,1800
2168151,交通费,500
2168151,精神损害抚慰金,6600
2168151,精神损害抚慰金,10000
2168151,精神损害抚慰金,115035
2168177,医疗费,6229.75
2168177,残疾辅助器具费,797.2
2168177,误工费,6837
2168177,护理费,6000
2168177,住院伙食补助费,240
2168177,住院伙食补助费,240
2168177,伤残赔偿金,40644
2168177,交通费,150
2168177,精神抚慰金,3000
2168177,鉴定费,2000
2168177,鉴定费,66138
2168177,医疗费,2401
2168368,利息,1429.98
2168368,滞纳金,560.34
2168368,滞纳金,49
2168368,滞纳金,11966.73
2168378,利息,2648.25
2168378,滞纳金,575.98
2168378,滞纳金,12891.29
2168388,利息,1325.71
2168388,滞纳金,286.81
2168388,滞纳金,6530.58
2168398,利息,607.68
2168398,滞纳金,447.33
2168398,其他费用,72
2168398,其他费用,9084.89
2168404,利息,1817.36
2168404,滞纳金,449.05
2168404,滞纳金,26
2168404,滞纳金,10092.27
2170373,利息,100000
2174436,衣物损失,98797
2174436,衣物损失,10000
2174436,营养费,15371.50
2174505,借款,150000
2176958,借款,60000
2176958,逾期付款利息,10000
2183278,医疗费,25067.92
2183278,医疗费,9000
2183278,误工费,10271.5
2183278,护理费,10640
2183278,交通费,265
2183278,住院伙食补助费,3420
2183278,住院伙食补助费,3420
2183278,残疾赔偿金,82172
2183278,精神损害抚慰金,6000
2183278,精神损害抚慰金,1570
2183278,精神损害抚慰金,151826.42
2183693,医疗费,4498.4
2183989,垫付款,30120.33
2185413,垫付款,89582
2185974,借款,150000
2185974,借款,100000
2186344,借款,600000
2186344,利息,300000
2186344,利息,900000
2186563,滞纳金,1249.2
2186563,滞纳金,1249.2
2186800,借款,220000
2186800,利息,11000
2186800,利息,231000
2186834,滞纳金,921.6
2186834,滞纳金,921.6
2186834,滞纳金,921.6
2188744,借款,39500
2188744,利息,4500
2188744,利息,11000
2188744,利息,20000
2189325,借款,350000
2189325,利息,20600
2189325,借款,100000
2189325,借款,100000
2190786,借款,700000
2190786,利息,500000
2190786,利息,200000
2190869,垫付款,46969.43
2190869,违约金,7042.08
2190869,违约金,54011.51
2191052,垫付款,128.83
2191169,交通费,3600
2191211,工资,328888.89
2191211,经济补偿金,33333
2191211,经济补偿金,362221.89
2191944,垫付款,3405
2192127,租金,307821.31
2192918,垫付款,2000
2192989,交通费,5544.5
2193211,垫付款,50458.3
2193905,垫付款,1426.1
2194072,律师费,56978
2194096,交通费,22800
2194096,鉴定费,9527.76
2194111,律师费,56978
2194348,医疗费,14244.23
2194348,误工费,8012.4
2194348,护理费,2116.8
2194348,残疾赔偿金,51510
2194348,住院伙食补助费,870
2194348,交通费,500
2194348,精神损害抚慰金,1000
2194348,精神损害抚慰金,79133.43
2194348,鉴定费,1900
2194348,鉴定费,1900
2194468,医疗费,44808.42
2194468,误工费,10535.4
2194468,护理费,3746.4
2194468,残疾赔偿金,16684
2194468,住院伙食补助费,153
2194468,交通费,800
2194468,精神损害抚慰金,1000
2194468,精神损害抚慰金,77727.22
2194468,鉴定费,2900
2194468,鉴定费,10000
2194468,鉴定费,2900
2194484,垫付款,33296.55
2194885,医疗费,20333.8
2194885,护理费,2809.8
2194885,交通费,370
2194885,残疾赔偿金,54700.8
2194885,误工费,7492.8
2194885,住院伙食补助费,1110
2194885,精神损害抚慰金,1000
2194885,精神损害抚慰金,87817.2
2194885,鉴定费,1900
2194885,鉴定费,11000
2194943,医疗费,19101.5
2194943,护理费,1716.88
2194943,交通费,300
2194943,残疾赔偿金,16684
2194943,误工费,7023.6
2194943,住院伙食补助费,90
2194943,精神损害抚慰金,1000
2194943,精神损害抚慰金,45915.98
2194943,鉴定费,2000
2194993,医疗费,31443
2194993,护理费,2341.2
2194993,交通费,410
2194993,残疾赔偿金,145868.8
2194993,误工费,9760
2194993,车损,2000
2194993,住院伙食补助费,1230
2194993,车损,2000
2194993,精神损害抚慰金,500
2194993,精神损害抚慰金,195553
2194993,剩余损失,73553
2194993,鉴定费,1900
2194993,鉴定费,200
2194993,车损,2000
2194993,车损,4731
2195627,医疗费,10000
2195627,误工费,9900
2195627,护理费,6000
2195627,残疾赔偿金,45160
2195627,残疾赔偿金,10363.60
2195627,交通费,500
2195627,精神抚慰金,3000
2195627,精神抚慰金,84923.60
2195627,医疗费,34739.46
2195627,住院伙食补助费,2010
2195627,住院伙食补助费,2010
2195627,鉴定费,1000
2195627,鉴定费,39759.46
2195627,鉴定费,11927.84
2195937,医疗费,14825.44
2195937,误工费,10578
2195937,护理费,5422
2195937,残疾赔偿金,38884
2195937,住院伙食补助费,720
2195937,交通费,300
2195937,精神损害抚慰金,1000
2195937,精神损害抚慰金,72029.44
2195937,鉴定费,570
2195937,鉴定费,1330
2195937,垫付款,7000
2196553,营养费,10000
2196553,交通费,100291.47
2196553,鉴定费,38381.67
2196553,鉴定费,26867.17
2197000,利息,317598
2197000,利息,317598
2197159,残疾赔偿金,85194.40
2197159,鉴定费,15391.34
2197159,垫付款,26900
2197159,垫付款,11508.66
2197669,营养费,10000
2197669,精神损害抚慰金,28486.78
2197669,鉴定费,37502.47
2197669,鉴定费,41691.47
2197669,鉴定费,1620
2197699,营养费,10000
2197699,精神损害抚慰金,81603.9
2197699,鉴定费,12983.2
2197699,鉴定费,34200.24
2197699,垫付款,11688.88
2197812,垫付款,74360.7
2197826,伤残补助金,15750
2197826,工伤医疗补助金,21086.02
2197826,一次性伤残就业补助金,8465
2197826,鉴定费,280
2197826,鉴定费,85
2197826,鉴定费,45666.02
2202130,工资,42000
2202130,利息,5670
2202130,利息,47670
2202160,借款,390000
2202160,利息,250000
2203669,借款,50000
2203669,利息,24000
2203669,利息,74000
2203727,借款,500000
2203727,利息,234600
2203727,利息,734600
2208994,商业险,152184.99
2210088,医疗费,15400
2210088,护理费,217800
2210088,护理费,233200
2210088,医疗费,78089.08
2210088,住院伙食补助费,2460
2210088,住院伙食补助费,2460
2210088,护理费,90600
2210088,交通费,2940
2210088,住宿费,350
2210088,残疾赔偿金,113618.86
2210088,残疾赔偿金,8354
2210088,残疾辅助器具费,1000
2210088,精神抚慰金,22200
2210088,误工费,11036.52
2210088,误工费,333108.46
2210088,误工费,233175.92
2210110,借款,330000
2210110,利息,1902.27
2210110,罚息,21142.52
2210110,罚息,353044.79
2210110,罚息,331902.27
2210110,债权费用,22000
2210513,营养费,7546
2210513,营养费,7084
2213446,工资,55000
2213446,工资,5000
2213446,工资,11
2213446,经济补偿,10000
2213446,工资,1250
2214454,利息损失,20000
2214454,利息损失,100000
2217337,借款,45000
2217337,利息,6000
2217337,利息,51000
2218132,住宿费,456321
2218132,垫付款,24000
2218132,垫付款,432321
2219682,交通费,13900
2219682,护理费,73782
2219733,利息,82188
2219733,利息,3545437
2224011,医疗费,4814.32
2224011,误工费,7500
2224011,护理费,3000
2224011,营养费,900
2224011,残疾赔偿金,52682
2224011,残疾赔偿金,162
2224011,交通费,200
2224011,精神抚慰金,5000
2224011,鉴定费,2520
2224011,车损,100
2227188,医疗费,784
2227188,误工费,554
2227188,交通费,500
2227188,住宿费,200
2227188,车损,8460
2227188,车损,10798
2229140,借款,2000000
2229240,医疗费用,1473.28
2229240,死亡伤残赔偿,2950
2229337,医疗费,55297.64
2229337,住院伙食补助费,720
2229337,营养费,1350
2229337,护理费,7200
2229337,误工费,18471.50
2229337,残疾赔偿金,65076
2229337,精神损害抚慰金,5000
2229337,交通费,500
2229337,车辆损失,860
2229337,车辆损失,154475.14
2229452,第三者责任险,102856.31
2229452,第三者责任险,223156.31
2229511,借款,88000
2229511,利息,100000
2229511,利息,100000
2229511,借款,88000
2229625,部分损失,38306.48
2229625,部分损失,4400
2229625,部分损失,42706.48
2229625,部分损失,42706.48
2229804,借款,520000
2229804,利息,200000
2229804,借款,520000
2229804,利息,118960
2230696,护理费,1900
2230696,误工费,10900
2230696,交通费,200
2230696,交通费,600
2230696,营养费,23600
2230696,营养费,1594.3
2230696,营养费,1116.01
2231515,借款,100000
2231515,利息,8.496
2231521,借款,48400
2231521,利息,8.34
2231532,借款,8500
2231532,利息,10.15
2231547,借款,20000
2231547,利息,9.912
2231954,违约金,45000
2231954,违约金,320000
2232218,医疗费,116319.74
2232218,住院伙食补助费,3150
2232218,营养费,3600
2232218,营养费,123069.74
2232218,精神损害抚慰金,12600
2232218,护理费,15000
2232218,误工费,9898
2232218,残疾赔偿金,197400
2232218,残疾赔偿金,7728
2232218,交通费,800
2232218,交通费,235698
2232218,医疗费用,113069.74
2232218,死亡伤残赔偿,125698
2232245,借款,19009.87
2232245,利息,11000
2232245,利息,11.22
2232245,利息,8.505
2232245,利息,8.505
2232677,车辆损失,2000
2232677,车辆损失,6048
2232677,鉴定费,1000
2232677,误工损失,2150
2232677,误工损失,3150
2232821,护理费,2100
2232821,误工费,13399.99
2232821,误工费,100
2232821,交通费,190
2232821,交通费,180
2232821,营养费,25969.99
2232821,营养费,4221.73
2232821,营养费,2955.21
2232952,医疗费,2030.44
2232952,住院伙食补助费,180
2232952,营养费,4980
2232952,护理费,600
2232952,误工费,6175.2
2232952,交通费,200
2232952,交通费,350
2232952,交通费,14515.64
2233781,利息,228210
2233781,利息,470210
2234676,借款,56962.12
2234676,借款,44947.24
2234676,利息,12014.88
2234907,利息,2664.47
2237559,借款,30000
2237559,利息,4243.89
2237564,借款,20000
2237564,利息,594.72
2237579,借款,60000
2237730,利息,40200
2237730,利息,80200
2237830,经济补偿金,12488
2237830,经济补偿金,13888
2237830,工资,5582
2237830,工资,31958
2237989,部分损失,7199.45
2237989,部分损失,5100
2237989,部分损失,12299.45
2237989,部分损失,5100
2237989,部分损失,7199.45
2238093,利息损失,4818
2238449,借款,93896.25
2238449,借款,97000
2238509,借款,144140.48
2238509,借款,39707.23
2238985,机动车交通事故责任强制保险,10000
2239370,医疗费,2393.9
2239370,误工费,5463.9
2239370,护理费,1010.94
2239370,住院伙食补助费,180
2239370,车损,465
2239370,车损,90
2239370,车损,100
2239370,交通费,60
2239370,事故损失,511
2239370,事故损失,219
2239370,医疗费,2145
2239562,残疾赔偿金,27740
2239562,误工费,12000
2239562,护理费,1014.60
2239562,护理费,655.96
2239562,精神抚慰金,1000
2239562,精神抚慰金,42410.56
2239562,残疾赔偿金,27740
2239562,残疾赔偿金,10000
2239562,误工费,15667.45
2239562,护理费,1014.60
2239562,护理费,655.96
2239562,车损,2540
2239562,精神抚慰金,1000
2239562,精神损害抚慰金,58618.01
2239562,鉴定费,3040
2239562,车损,2110
2239562,车损,61221.90
2239562,车损,42855.33
2241475,事故损失,33386
2241475,残疾赔偿金,18892
2241475,误工费,12400
2241475,护理费,1955
2241475,伙食补助费,39
2241475,交通费,100
2241475,鉴定费,1520
2241475,鉴定费,456
2241773,医疗费,8707.04
2241773,误工费,10000
2241773,护理费,1725
2241773,住院伙食补助费,27
2241773,交通费,100
2241773,交通费,20559.04
2241773,医疗费,10290.01
2241773,残疾赔偿金,18892
2241773,误工费,15000
2241773,护理费,1725
2241773,住院伙食补助费,27
2241773,交通费,100
2241773,精神损害抚慰金,1000
2241773,车损,1325
2241773,车损,48359.01
2241860,借款,200000
2241860,借款,200000
2241860,借款,200000
2241882,事故损失,81646.73
2241882,医疗费,12578.21
2241882,残疾赔偿金,51510
2241882,误工费,13551.8
2241882,护理费,2610.72
2241882,伙食补助费,96
2241882,交通费,200
2241882,精神损害抚慰金,1000
2241882,精神损害抚慰金,100
2241882,事故损失,1635
2241882,事故损失,60
2241882,鉴定费,1520
2241882,鉴定费,55
2241882,事故损失,1635
2241882,医疗费,1982.82
2241882,医疗费,347.82
2242025,借款,789793.3
2242025,利息,334793.3
2242025,利息,455000
2242183,借款,560448
2242183,逾期付款利息,361001
2242363,工资,10173.04
2242363,经济补偿金,4309.18
2242363,经济补偿金,14482.22
2242422,医疗费用,41559.37
2242422,医疗费,40011.37
2242422,住院伙食补助费,828
2242422,营养费,720
2242422,营养费,196642.4
2242422,残疾赔偿金,168582.4
2242422,误工费,7920
2242422,护理费,4740
2242422,交通费,400
2242422,精神损害抚慰金,15000
2242422,精神损害抚慰金,238201.77
2242422,医疗费用,10000
2242422,死亡伤残赔偿,11000
2242422,精神损害抚慰金,10500
2242422,精神损害抚慰金,120000
2242422,医疗费用,10000
2242422,死亡伤残赔偿,86642.4
2242422,精神损害抚慰金,4500
2242422,精神损害抚慰金,96642.4
2242476,借款,91
2242476,利息,410000
2242476,利息,500000
2242854,精神损害抚慰金,25000
2242859,医疗费,59369.5
2242859,营养费,1800
2242859,护理费,7065
2242859,残疾赔偿金,106837.2
2242859,精神损害抚慰金,8000
2242859,精神损害抚慰金,183071.7
2243033,部分损失,136869.24
2243033,部分损失,666518.2
2243033,部分损失,803387.44
2243039,借款,525000
2243039,利息,400000
2243039,利息,125000
2243739,借款,440000
2243739,违约金,50000
2243739,违约金,490000
2243795,工资,1800
2243795,经济补偿金,740
2243795,经济补偿金,2540
2243960,热力供应费用,5195.27
2243960,滞纳金,1432.52
2243960,滞纳金,735.36
2243960,滞纳金,3027.39
2245317,借款,4910000
2245317,利息,2000000
2245475,鉴定费,22588.41
2245475,鉴定费,900
2245535,工资,800
2245535,经济补偿金,740
2245535,经济补偿金,1480
2245535,经济补偿金,0.5
2245651,借款,1300000
2245651,利息,11715
2245651,律师费,38000
2245651,律师费,1349715
2245651,借款,800000
2245651,利息,7250
2245651,律师费,22800
2245651,律师费,830050
2245651,借款,800000
2245651,利息,7250
2245651,律师费,22800
2245651,律师费,830050
2245651,借款,500000
2245651,利息,4465
2245651,律师费,15200
2245651,律师费,519665
2245823,工资,2349.76
2245823,工资,6333.76
2246270,工资,2500
2246270,经济补偿金,1250
2246270,经济补偿金,3750
2246547,医疗费,4662.45
2246547,交通费,150
2246547,伙食补助费,140
2246547,营养费,450
2246547,护理费,820
2246547,误工费,6299
2246547,误工费,500
2246547,医疗费,4662.45
2246741,经济补偿金,7200
2246741,工资,27000
2246741,工资,34200
2246946,医疗费,1448
2246946,营养费,720
2246946,护理费,1650
2246946,误工费,2965
2246946,交通费,300
2246946,车损,800
2246946,车损,100
2246946,车损,7983
2246946,事故损失,30
2246946,事故损失,21
2246946,事故损失,30
2247110,租金,3380
2247110,租金,6007
2247110,租金,9387
2247182,工资,2300
2247182,经济补偿金,1150
2247182,经济补偿金,3450
2247794,借款,200000
2247794,罚息,37690.43
2247794,借款,200000
2247794,律师费,8100
2247794,律师费,245790.43
2248350,逾期付款利息,21894
2248350,逾期付款利息,66000
2248402,商业三者险,5172.18
2248402,商业三者险,125172.18
2248426,商业三者险,85763.73
2248426,商业三者险,138180.73
2248566,住院伙食补助费,10000
2248566,残疾赔偿金,25488
2248566,误工费,8400
2248566,护理费,444.15
2248566,精神损害抚慰金,2000
2248566,精神损害抚慰金,46332.15
2248930,借款,446953.57
2248930,罚息,8995.33
2248930,律师费,15778
2248930,律师费,471726.9
2249458,借款,150000
2249458,利息,25707.04
2249458,诉讼费,8700
2249458,诉讼费,184407.04
2249518,律师费,21617
2249518,违约金,252000
2249518,违约金,500000
2249664,租金,15000
2249664,违约金,2000
2249664,违约金,17000
2250074,工资,1594.2
2250074,工资,400
2250074,工资,1994.2
2250148,借款,100000
2250148,利息,20352.17
2250158,借款,180000
2250158,利息,52752.75
2250669,医疗费,274.3
2250669,住院伙食补助费,684
2250669,营养费,1350
2250669,护理费,3800
2250669,误工费,3960
2250669,交通费,400
2250669,交通费,10468.3
2250699,医疗费,7028
2250699,交通费,150
2250699,伙食补助费,220
2250699,误工费,4080
2250699,误工费,4230
2250832,车损,39527
2250832,鉴定费,800
2250832,鉴定费,40327
2251124,医疗费,37312.5
2251124,住院伙食补助费,216
2251124,营养费,720
2251124,营养费,38248.5
2251124,护理费,4620
2251124,误工费,10692
2251124,残疾赔偿金,214504.95
2251124,残疾赔偿金,18636.75
2251124,精神损害抚慰金,9900
2251124,交通费,400
2251124,交通费,240116.95
2251124,车损,1950
2251124,鉴定费,5854
2251124,鉴定费,286169.45
2251124,商业险,216969.27
2251166,医疗费,9252.63
2251166,住院伙食补助费,68
2251166,营养费,360
2251166,营养费,9680.63
2251166,护理费,810
2251166,误工费,4809.09
2251166,交通费,125
2251166,交通费,5744.09
2251166,车损,1455
2251166,拖车费,150
2251166,拖车费,1605
2251166,鉴定费,50
2251166,鉴定费,210
2251166,鉴定费,17289.72
2251595,医疗费,6565.13
2251595,死亡伤残赔偿,78521.42
2251601,借款,65000
2251601,利息,65000
2251601,借款,15000
2251601,借款,10000
2251601,借款,10000
2251601,借款,10000
2251601,借款,10000
2251601,借款,10000
2251601,借款,50000
2251607,丧葬费,43510
2251607,第三者商业责任险,122970.636
2251607,精神损害抚慰金,12000
2251637,残疾赔偿金,110000
2255849,借款,150000
2255849,利息,100000
2256019,机动车交通事故责任强制保险,102263.55
2256019,医疗费,10000
2256019,其余损失,25606.82
2256709,借款,5000
2256709,借款,5000
2256709,借款,6.3
2258166,借款,34500
2258166,利息,14500
2258166,利息,20000
2259759,借款,110000
2259927,借款,500000
2259927,借款,500000
2259927,利息,253000
2260346,货款,282256.64
2261673,交通费,16612.03
2261698,货款,22360
2261698,货款,15760
2261698,违约金,8857
2261698,违约金,6600
2261698,违约金,3366
2261698,违约金,34583
2262911,机动车交通事故责任强制保险,122000
2262912,借款,97000
2262912,利息,16950
2262912,违约金,113950
2262917,机动车交通事故责任强制保险,120000
2269905,借款,50000
2269905,利息,9750
2269905,利息,59750
2274374,借款,70000
2274374,利息,10000
2274374,利息,60000
2274452,借款,150000
2274452,利息,79500
2274452,利息,229500
2277561,借款,1700000
2277561,利息,20
2277561,利息,68000
2279048,借款,407000
2279048,利息,58000
2279048,利息,465000
2279048,借款,407000
2279474,货款,128008
2279533,利息,51670
2279533,利息,41336
2280327,借款,3691.83
2280327,利息,1693.17
2280327,滞纳金,432.97
2280327,滞纳金,5817.97
2281786,借款,322000
2281786,借款,23
2281786,利息,73600
2281786,利息,395600
2281786,借款,395600
2282332,借款,90000
2282332,利息,23616
2282332,利息,113616
2282740,借款,100000
2282740,利息,35100
2282740,利息,135100
2283011,违约金,24000
2283790,借款,281887
2283790,利息,77116
2283790,利息,204771
2283790,律师费,19500
2283795,借款,3260206.77
2283795,借款,3260206.77
2283795,借款,3260206.77
2284383,借款,40000
2284383,利息,50757.49
2284383,利息,90757.49
2286342,借款,140000
2286342,利息,68000
2286342,利息,208000
2287262,借款,173933.80
2287262,罚息,4856.68
2287262,罚息,178790.48
2287424,借款,34000
2287424,利息,8501.24
2287424,借款,34000
2287467,借款,14496.34
2287467,罚息,6164.39
2287467,滞纳金,6827.76
2287467,借款,14496.34
2287467,律师费,3000
2287939,借款,110000
2287939,利息,23882.23
2287939,利息,133882.23
2288734,借款,294900
2288734,利息,86000
2288734,利息,380900
2290452,借款,150000
2290452,利息,200000
2290452,借款,150000
2290502,利息,94030
2290677,商业三者险,29614.4
2290887,借款,480000
2290887,利息,153600
2290887,利息,633600
2290910,借款,100000
2290910,利息,10000
2290910,利息,110000
2291478,借款,500000
2292069,借款,2400000
2292069,利息,600000
2292069,利息,200000
2292069,利息,600000
2292087,交通费,706.22
2292239,机动车交通事故责任强制保险,120000
2292257,机动车交通事故责任强制保险,110000
2292257,机动车交通事故责任强制保险,110000
2295070,医疗费,6230
2295070,鉴定费,280
2295070,伤残补助金,39000
2295070,伤残补助金,90558
2295070,一次性伤残就业补助金,40248
2295070,一次性伤残就业补助金,176316
2297693,精神损害抚慰金,3500
2297702,机动车交通事故责任强制保险,75222
2297702,医疗费,4361.6
2297702,赔偿费用,8700
2297705,机动车交通事故责任强制保险,75222
2297705,医疗费,4361.6
2297705,赔偿费用,8700
2299022,医疗费用,10000
2299022,医疗费用,10.3
2299057,罚息,1075.02
2299057,律师费用,14483
2303356,死亡伤残赔偿,110000
2303356,残疾赔偿金,90000
2303356,精神损害抚慰金,20000
2303356,死亡伤残赔偿,110000
2303356,医疗费,269.10
2303356,营养费,510
2303356,住院伙食补助费,850
2303356,住院伙食补助费,8500
2303356,残疾赔偿金,30906.84
2303356,误工费,15334.90
2303356,护理费,1360
2303356,交通费,800
2303356,鉴定费,2500
2303356,鉴定费,29253.27
2303356,住宿费,2550
2303356,住宿费,92834.11
2303356,住宿费,92834.11
2304609,交通费,121680
2304609,残疾赔偿金,66951.25
2304609,用药费用,3273.6
2304609,鉴定费,3141.8
2304609,鉴定费,2000
2304609,鉴定费,5141.8
2304615,停运损失,16000
2304620,精神损害抚慰金,1700
2304620,精神损害抚慰金,108784.48
2304620,商业三者险,2585.56
2304620,医疗费用,365.48
2304620,鉴定费,713.1
2304620,鉴定费,1078.58
2304748,借款,50000
2304748,利息,30000
2306460,误工费,13664.00
2306460,住院伙食补助费,2500.00
2306460,营养费,1000.00
2306460,营养费,1000.00
2306460,伤残赔偿金,18204.00
2306460,精神损害抚慰金,5000.00
2306460,鉴定费,800.00
2306460,鉴定费,42168.00
2306460,精神损害抚慰金,5000.00
2306460,护理费,8280.00
2306460,护理费,5000.00
2306460,护理费,38658.35
2306460,医疗费,25378.35
2306460,医疗费,6500.00
2306460,医疗费,10000.00
2306460,住院伙食补助费,2500.00
2306460,营养费,1000.00
2306460,护理费,8280.00
2306460,护理费,5000.00
2308027,借款,340000
2308027,利息,10000
2308027,利息,330000
2308320,工资,4568.96
2308320,工资,600
2308320,工资,5168.96
2308743,医疗费用,10000
2308743,残疾赔偿金,82870
2308743,精神损害抚慰金,5000
2308743,精神损害抚慰金,1200
2308743,精神损害抚慰金,94070
2308743,医疗费,2768.29
2309221,各项费用,9718.07
2309527,精神损害抚慰金,11260.00
2309966,电费,40
2309966,电费,1366
2312041,借款,4000000
2312041,利息,1800000
2312041,借款,1300000
2312041,借款,900000
2313810,蒸汽费用,1889941.00
2315942,住院伙食补助费,3950
2315942,医疗费,10000
2315942,医疗费,13203.88
2315942,医疗费,98.4
2315942,医疗费,1200
2315942,医疗费,13203.88
2315942,医疗费,98.4
2315942,医疗费,1200
2315942,护理费,3200
2315942,误工费,10500
2315942,交通费,300
2315942,交通费,17950
2315942,住院伙食补助费,6050
2315942,医疗费,10000
2315942,住院伙食补助费,3950
2315942,护理费,3920
2315942,误工费,10131
2315942,交通费,300
2315942,车辆损失,2000
2315942,车辆损失,22401
2315942,住院伙食补助费,10355.48
2315942,住院伙食补助费,13203.88
2315942,住院伙食补助费,98.4
2315942,住院伙食补助费,1200
2315942,住院伙食补助费,15461.82
2315942,住院伙食补助费,21659.96
2315942,住院伙食补助费,1618.14
2315942,住院伙食补助费,1470
2315942,住院伙食补助费,6050
2315942,车辆损失,136
2315942,车辆损失,2100
2315942,车辆损失,36
2315942,鉴定费,2000
2315942,鉴定费,70
2315942,鉴定费,2070
2319260,借款,105000
2319260,利息,28924.46
2319260,利息,133924.46
2319260,借款,105000
2319271,借款,45000
2319271,利息,15312.24
2319271,利息,60312.24
2319271,借款,45000
2319299,借款,200000
2319299,利息,36986
2319299,利息,236986
2319299,借款,200000
2319448,借款,10000000
2321143,营养费,14602.18
2321143,精神损害抚慰金,177347
2321143,精神损害抚慰金,191949.18
2321143,精神损害抚慰金,111525.28
2321193,交通费,14697.86
2321193,交通费,10744.24
2321193,鉴定费,5148.60
2321462,借款,420000
2321462,借款,420000
2321462,利息,220000
2321462,借款,200000
2321522,借款,544000
2321522,借款,504000
2321522,违约金,150000
2321522,违约金,60000
2321884,医疗费,14303.05
2321884,伙食补助费,1150.00
2321884,护理费,1380.00
2321884,误工费,1895.16
2321884,交通费,50.00
2321884,交通费,18778.21
2321884,交通费,18778.21
2324372,货款,6175000
2324372,违约金,108528
2324372,租金,6175000
2326778,交通费,50404.3
2326778,医疗费,31223.4
2326778,医疗费,800
2326778,鉴定费,1300
2326778,鉴定费,3000
2326778,鉴定费,14080.9
